seic,seic_benefit,SEIC ERROR,health,health_benefit,Health ERROR,house,house_benefit,House ERROR,nutrition,nutrition_benefit,Nutrition ERROR,livelihood,livelihood_benefit,livelihood ERROR,education,education_benefit,Education ERROR,scheme1,scheme1_benefit,Scheme-1 ERROR,scheme2,scheme2_benefit,Scheme-2 ERROR
62,14785,No Error,77,68224,No Error,79,25384,No Error,85,68162,No Error,38,7329,No Error,31,15178,No Error,53,Non-Eligible,No Error,28,Non-Eligible,No Error
69,55772,No Error,68,11886,No Error,81,38446,No Error,32,31845,No Error,77,46038,No Error,88,77928,No Error,85,Eligible,No Error,11,Non-Eligible,No Error
59,92004,No Error,98,32613,No Error,98,33459,No Error,23,29483,No Error,23,6158,No Error,54,25239,No Error,35,Non-Eligible,No Error,84,Non-Eligible,EOE
41,37228,No Error,34,55039,No Error,47,43881,No Error,28,4504,No Error,37,67096,No Error,62,52572,No Error,47,Non-Eligible,No Error,100,Non-Eligible,EOE
41,46162,No Error,32,71521,No Error,80,62386,No Error,21,10157,No Error,12,94425,EOI,61,10447,No Error,50,Non-Eligible,No Error,33,Non-Eligible,No Error
57,75519,No Error,56,45111,No Error,45,40160,No Error,11,74267,EOI,88,89451,No Error,87,6325,EOE,80,Non-Eligible,EOE,22,Eligible,No Error
51,73456,No Error,78,67938,No Error,57,26032,No Error,20,64124,EOI,18,66759,EOI,82,4681,EOE,84,Non-Eligible,EOE,10,Non-Eligible,No Error
61,28189,No Error,100,5174,EOE,63,65037,No Error,36,77125,No Error,43,91465,No Error,65,19493,No Error,41,Non-Eligible,No Error,33,Non-Eligible,No Error
53,91497,No Error,61,27565,No Error,85,65899,No Error,41,62945,No Error,47,26954,No Error,34,73105,No Error,91,Eligible,No Error,96,Non-Eligible,EOE
48,22094,No Error,72,65128,No Error,40,71664,No Error,28,58444,No Error,70,22244,No Error,31,77538,No Error,100,Eligible,No Error,56,Eligible,No Error
48,96708,No Error,24,4615,No Error,63,39684,No Error,36,41275,No Error,84,76566,No Error,34,52416,No Error,43,Eligible,No Error,95,Non-Eligible,EOE
63,38606,No Error,86,71464,No Error,61,69641,No Error,24,41243,EOI,56,98605,No Error,90,75169,No Error,35,Eligible,No Error,68,Non-Eligible,No Error
55,95869,No Error,74,17258,No Error,70,71174,No Error,24,63952,EOI,37,95409,No Error,71,49288,No Error,88,Non-Eligible,EOE,85,Eligible,No Error
58,16288,No Error,41,24614,No Error,61,72552,No Error,32,35746,No Error,75,38543,No Error,85,43955,No Error,31,Eligible,No Error,60,Non-Eligible,No Error
54,80433,No Error,38,76930,No Error,69,44545,No Error,61,66138,No Error,17,11886,No Error,87,39046,No Error,65,Eligible,No Error,95,Eligible,No Error
52,26437,No Error,43,78430,No Error,45,58682,No Error,65,78018,No Error,38,90871,No Error,69,25474,No Error,90,Non-Eligible,EOE,76,Eligible,No Error
67,79377,No Error,89,57483,No Error,59,7433,No Error,31,48961,No Error,82,13140,No Error,78,42493,No Error,87,Eligible,No Error,48,Eligible,No Error
61,31576,No Error,46,3192,No Error,90,47194,No Error,49,24048,No Error,45,85478,No Error,78,29079,No Error,24,Eligible,No Error,30,Non-Eligible,No Error
63,48226,No Error,85,13840,No Error,44,71661,No Error,15,66062,EOI,78,79536,No Error,97,67046,No Error,62,Eligible,No Error,67,Non-Eligible,No Error
63,88059,No Error,86,39600,No Error,65,10755,No Error,36,11995,No Error,40,80467,No Error,88,1470,EOE,27,Non-Eligible,No Error,73,Non-Eligible,No Error
64,84585,No Error,63,6086,No Error,98,65782,No Error,47,173,No Error,17,22562,No Error,95,58430,No Error,51,Eligible,No Error,18,Eligible,EOI
49,44409,No Error,50,64928,No Error,74,75667,No Error,18,14529,No Error,60,77084,No Error,47,58760,No Error,40,Non-Eligible,No Error,96,Non-Eligible,EOE
82,57750,No Error,75,35103,No Error,43,40189,No Error,100,28734,No Error,99,2074,EOE,96,25054,No Error,91,Eligible,No Error,66,Non-Eligible,No Error
70,77495,No Error,38,31484,No Error,83,13809,No Error,74,47435,No Error,65,44541,No Error,91,18183,No Error,82,Non-Eligible,EOE,43,Eligible,No Error
63,16335,No Error,70,79942,No Error,96,78103,No Error,53,21868,No Error,12,72329,EOI,84,34375,No Error,82,Non-Eligible,EOE,13,Non-Eligible,No Error
63,10446,No Error,86,9116,EOE,47,26007,No Error,68,73554,No Error,48,38157,No Error,70,20898,No Error,27,Non-Eligible,No Error,60,Eligible,No Error
58,4807,No Error,98,16405,No Error,77,30461,No Error,20,74068,EOI,56,40178,No Error,39,35100,No Error,93,Non-Eligible,EOE,68,Eligible,No Error
62,86105,No Error,78,13954,No Error,60,13333,No Error,78,8303,EOE,19,10257,No Error,78,9750,EOE,74,Eligible,No Error,59,Non-Eligible,No Error
64,78568,No Error,44,48893,No Error,54,18252,No Error,81,75360,No Error,57,81757,No Error,86,27179,No Error,42,Eligible,No Error,93,Eligible,No Error
77,21547,No Error,82,15587,No Error,73,1996,No Error,80,40632,No Error,52,11666,No Error,100,4888,EOE,45,Eligible,No Error,65,Eligible,No Error
68,54918,No Error,74,34941,No Error,96,35569,No Error,46,34663,No Error,60,80802,No Error,65,6493,No Error,66,Non-Eligible,No Error,84,Non-Eligible,EOE
57,85417,No Error,50,48844,No Error,81,1039,EOE,50,47930,No Error,67,62465,No Error,41,73782,No Error,29,Non-Eligible,No Error,30,Non-Eligible,No Error
68,36292,No Error,71,13090,No Error,80,60375,No Error,78,68293,No Error,61,83978,No Error,52,5805,No Error,49,Non-Eligible,No Error,60,Non-Eligible,No Error
48,57136,No Error,78,78227,No Error,39,31466,No Error,32,78936,No Error,51,64059,No Error,44,7774,No Error,63,Non-Eligible,No Error,60,Non-Eligible,No Error
50,28754,No Error,58,45829,No Error,66,47393,No Error,47,59824,No Error,25,82454,EOI,58,58735,No Error,26,Eligible,No Error,100,Eligible,No Error
43,44994,No Error,41,72293,No Error,47,25592,No Error,13,75728,EOI,35,24401,No Error,81,69515,No Error,24,Eligible,No Error,79,Eligible,No Error
60,67583,No Error,90,13765,No Error,30,25590,No Error,56,7733,No Error,66,64380,No Error,60,10850,No Error,39,Non-Eligible,No Error,62,Non-Eligible,No Error
58,94120,No Error,43,17787,No Error,97,49164,No Error,39,72871,No Error,76,5688,EOE,35,73378,No Error,40,Non-Eligible,No Error,38,Non-Eligible,No Error
64,19555,No Error,54,36940,No Error,86,52505,No Error,62,27745,No Error,65,42729,No Error,53,77376,No Error,30,Non-Eligible,No Error,15,Eligible,EOI
38,52777,No Error,52,39524,No Error,39,36804,No Error,22,36579,No Error,45,60075,No Error,35,7481,No Error,87,Non-Eligible,EOE,50,Non-Eligible,No Error
64,44308,No Error,40,18526,No Error,75,39930,No Error,30,23626,No Error,98,64663,No Error,78,35693,No Error,54,Eligible,No Error,36,Non-Eligible,No Error
61,72496,No Error,85,46332,No Error,79,1176,EOE,36,70328,No Error,75,62113,No Error,31,79059,No Error,100,Non-Eligible,EOE,58,Non-Eligible,No Error
41,43012,No Error,41,34086,No Error,49,11725,No Error,13,14395,No Error,23,57107,EOI,81,12600,No Error,40,Non-Eligible,No Error,85,Non-Eligible,EOE
57,2155,No Error,66,54593,No Error,48,24248,No Error,20,76749,EOI,79,98252,No Error,72,23761,No Error,44,Non-Eligible,No Error,12,Eligible,EOI
70,39833,No Error,62,55785,No Error,88,41126,No Error,33,75836,No Error,78,69731,No Error,93,31001,No Error,24,Non-Eligible,No Error,38,Non-Eligible,No Error
53,41653,No Error,63,13251,No Error,41,51108,No Error,58,12986,No Error,73,73420,No Error,32,7250,No Error,83,Eligible,No Error,41,Eligible,No Error
55,53482,No Error,84,58863,No Error,81,59626,No Error,23,56919,EOI,6,78510,EOI,83,71661,No Error,100,Non-Eligible,EOE,18,Non-Eligible,No Error
43,4253,No Error,42,56465,No Error,73,64544,No Error,31,12456,No Error,24,24388,No Error,49,74907,No Error,89,Non-Eligible,EOE,70,Eligible,No Error
59,64825,No Error,99,7160,EOE,63,58673,No Error,30,38549,No Error,68,55059,No Error,36,42914,No Error,26,Eligible,No Error,11,Non-Eligible,No Error
50,89647,No Error,45,50659,No Error,40,31077,No Error,44,28401,No Error,40,19468,No Error,83,45631,No Error,53,Eligible,No Error,48,Non-Eligible,No Error
63,79333,No Error,28,18685,No Error,32,63943,No Error,94,35057,No Error,69,9273,No Error,92,41160,No Error,77,Non-Eligible,No Error,30,Eligible,No Error
82,46006,No Error,93,16922,No Error,89,7335,EOE,84,36276,No Error,65,61225,No Error,81,57850,No Error,100,Non-Eligible,EOE,63,Eligible,No Error
60,5921,No Error,57,6747,No Error,82,25677,No Error,96,56026,No Error,4,59122,EOI,64,46412,No Error,49,Eligible,No Error,56,Non-Eligible,No Error
71,60084,No Error,42,4300,No Error,77,31065,No Error,97,2726,EOE,71,57246,No Error,71,28225,No Error,25,Eligible,No Error,22,Non-Eligible,No Error
74,58854,No Error,89,67815,No Error,62,43501,No Error,66,71280,No Error,91,54131,No Error,63,26330,No Error,80,Non-Eligible,EOE,67,Eligible,No Error
66,53750,No Error,55,44818,No Error,68,28318,No Error,86,46462,No Error,42,13581,No Error,82,1906,EOE,71,Non-Eligible,No Error,45,Eligible,No Error
75,4630,EOE,90,17554,No Error,62,20483,No Error,70,23444,No Error,100,49704,No Error,53,70753,No Error,90,Non-Eligible,EOE,43,Eligible,No Error
60,96546,No Error,64,59069,No Error,42,20184,No Error,44,48267,No Error,77,63039,No Error,74,36928,No Error,99,Non-Eligible,EOE,43,Non-Eligible,No Error
67,89664,No Error,61,50622,No Error,61,65729,No Error,89,58033,No Error,33,87473,No Error,93,13986,No Error,75,Non-Eligible,No Error,44,Non-Eligible,No Error
54,56077,No Error,80,62558,No Error,31,39550,No Error,69,37963,No Error,7,22826,No Error,86,3754,EOE,33,Eligible,No Error,82,Eligible,No Error
68,22433,No Error,48,77820,No Error,90,69742,No Error,43,61102,No Error,68,2925,No Error,92,65287,No Error,73,Eligible,No Error,35,Non-Eligible,No Error
37,23998,No Error,38,191,No Error,65,18034,No Error,10,48950,EOI,25,37704,No Error,47,65689,No Error,47,Non-Eligible,No Error,98,Eligible,No Error
58,60838,No Error,40,51029,No Error,38,18016,No Error,40,19798,No Error,100,67323,No Error,76,52107,No Error,56,Eligible,No Error,26,Eligible,No Error
79,28123,No Error,75,75699,No Error,91,75184,No Error,79,18636,No Error,67,2382,No Error,83,19126,No Error,50,Non-Eligible,No Error,28,Eligible,No Error
55,91735,No Error,81,8547,EOE,31,9432,No Error,56,53582,No Error,27,69859,No Error,82,46237,No Error,64,Eligible,No Error,30,Eligible,No Error
46,7731,No Error,20,18049,No Error,68,46175,No Error,42,65454,No Error,22,40598,EOI,82,35302,No Error,99,Non-Eligible,EOE,21,Eligible,No Error
47,96635,No Error,38,59067,No Error,78,62382,No Error,11,36181,No Error,22,33057,No Error,87,16489,No Error,32,Non-Eligible,No Error,32,Non-Eligible,No Error
50,73511,No Error,20,45195,EOI,48,61328,No Error,65,13691,No Error,47,27576,No Error,73,75994,No Error,31,Eligible,No Error,66,Eligible,No Error
58,2280,No Error,98,14669,No Error,51,76616,No Error,47,4914,No Error,4,81,No Error,93,35950,No Error,59,Eligible,No Error,30,Non-Eligible,No Error
71,24689,No Error,66,25293,No Error,45,49985,No Error,73,72344,No Error,99,72483,No Error,75,2861,EOE,21,Eligible,No Error,41,Non-Eligible,No Error
56,8177,No Error,71,53134,No Error,87,49517,No Error,52,56940,No Error,21,55707,EOI,52,30088,No Error,66,Eligible,No Error,12,Non-Eligible,No Error
53,35080,No Error,24,56164,EOI,99,55379,No Error,22,14035,No Error,29,31061,No Error,92,76995,No Error,75,Non-Eligible,No Error,29,Eligible,No Error
65,13535,No Error,27,70364,No Error,91,12225,No Error,46,12756,No Error,91,97597,No Error,72,26460,No Error,57,Eligible,No Error,29,Eligible,No Error
42,10354,No Error,53,79469,No Error,39,27790,No Error,48,33756,No Error,36,30331,No Error,37,1082,No Error,54,Non-Eligible,No Error,86,Non-Eligible,EOE
60,91542,No Error,85,56745,No Error,31,6587,No Error,13,50043,EOI,93,6328,EOE,79,42517,No Error,44,Non-Eligible,No Error,17,Eligible,EOI
61,83039,No Error,83,13878,No Error,51,13439,No Error,41,78145,No Error,62,2155,No Error,70,44817,No Error,48,Eligible,No Error,68,Eligible,No Error
55,22037,No Error,66,37831,No Error,89,44227,No Error,46,49737,No Error,8,43163,EOI,67,26498,No Error,46,Eligible,No Error,58,Non-Eligible,No Error
54,37250,No Error,53,64225,No Error,62,24799,No Error,47,24407,No Error,46,73806,No Error,65,48428,No Error,75,Non-Eligible,No Error,33,Eligible,No Error
48,7669,No Error,23,23903,No Error,32,55261,No Error,68,65045,No Error,73,38833,No Error,44,23319,No Error,95,Non-Eligible,EOE,25,Non-Eligible,No Error
40,40726,No Error,32,11661,No Error,46,36822,No Error,59,68588,No Error,14,25608,No Error,49,32444,No Error,48,Non-Eligible,No Error,54,Non-Eligible,No Error
61,62986,No Error,83,21815,No Error,54,34031,No Error,67,30285,No Error,13,36149,No Error,91,33030,No Error,45,Non-Eligible,No Error,18,Eligible,EOI
45,33931,No Error,92,47236,No Error,50,79418,No Error,47,33456,No Error,0,39954,No Error,36,54134,No Error,34,Non-Eligible,No Error,74,Non-Eligible,No Error
58,43332,No Error,46,23954,No Error,92,78419,No Error,15,38498,No Error,73,34949,No Error,68,42656,No Error,44,Non-Eligible,No Error,19,Eligible,EOI
60,28098,No Error,86,9392,EOE,52,1748,No Error,37,48722,No Error,44,70849,No Error,81,34677,No Error,35,Non-Eligible,No Error,69,Non-Eligible,No Error
57,8990,No Error,80,5278,EOE,39,12033,No Error,48,36300,No Error,83,99567,No Error,37,73047,No Error,82,Eligible,No Error,35,Eligible,No Error
71,93506,No Error,88,17297,No Error,74,41244,No Error,94,38750,No Error,15,54954,EOI,85,56197,No Error,75,Eligible,No Error,45,Eligible,No Error
45,60995,No Error,54,66253,No Error,48,72248,No Error,54,47746,No Error,20,69814,EOI,50,64828,No Error,99,Non-Eligible,EOE,32,Non-Eligible,No Error
68,86287,No Error,73,79002,No Error,77,73456,No Error,60,57070,No Error,68,15976,No Error,62,31819,No Error,55,Non-Eligible,No Error,29,Non-Eligible,No Error
52,60116,No Error,50,6153,No Error,34,22632,No Error,79,2171,EOE,60,10449,No Error,38,76572,No Error,100,Non-Eligible,EOE,54,Eligible,No Error
49,26192,No Error,29,12192,No Error,30,12022,No Error,92,56319,No Error,3,63953,EOI,92,68638,No Error,53,Eligible,No Error,28,Non-Eligible,No Error
58,56539,No Error,44,21522,No Error,41,36905,No Error,93,58566,No Error,57,79886,No Error,59,64079,No Error,40,Eligible,No Error,49,Non-Eligible,No Error
59,49448,No Error,62,64165,No Error,36,60657,No Error,70,39913,No Error,66,22276,No Error,63,40857,No Error,22,Non-Eligible,No Error,58,Non-Eligible,No Error
67,49320,No Error,53,7789,No Error,66,34713,No Error,98,77279,No Error,50,99401,No Error,68,2359,No Error,36,Eligible,No Error,19,Eligible,EOI
58,58137,No Error,62,48320,No Error,93,78728,No Error,59,3171,No Error,44,8096,No Error,32,34288,No Error,69,Non-Eligible,No Error,97,Eligible,No Error
63,83625,No Error,52,42505,No Error,84,25583,No Error,23,49880,EOI,83,58446,No Error,74,985,No Error,60,Eligible,No Error,70,Non-Eligible,No Error
63,74106,No Error,49,65689,No Error,60,8282,No Error,41,73084,No Error,91,47140,No Error,76,37663,No Error,85,Eligible,No Error,35,Non-Eligible,No Error
61,39798,No Error,100,33169,No Error,85,14892,No Error,46,65880,No Error,5,91772,EOI,70,45005,No Error,26,Non-Eligible,No Error,86,Non-Eligible,EOE
58,43573,No Error,27,40662,No Error,49,79893,No Error,71,72951,No Error,50,37804,No Error,97,33774,No Error,52,Eligible,No Error,84,Non-Eligible,EOE
57,53018,No Error,54,74092,No Error,32,28927,No Error,32,64303,No Error,90,28496,No Error,77,2976,EOE,88,Non-Eligible,EOE,25,Non-Eligible,No Error
58,21406,No Error,72,14786,No Error,63,47865,No Error,46,35297,No Error,42,9288,No Error,70,39665,No Error,36,Eligible,No Error,10,Non-Eligible,No Error
46,60833,No Error,23,9583,No Error,64,76203,No Error,75,57243,No Error,17,32166,No Error,54,15386,No Error,28,Non-Eligible,No Error,75,Eligible,No Error
63,6843,No Error,99,10623,No Error,30,65616,No Error,80,44839,No Error,28,64005,No Error,80,47139,No Error,96,Non-Eligible,EOE,87,Eligible,No Error
87,94927,No Error,89,55651,No Error,100,54354,No Error,84,20991,No Error,75,68424,No Error,89,28433,No Error,63,Non-Eligible,No Error,37,Eligible,No Error
56,24016,No Error,85,49413,No Error,75,47304,No Error,56,63091,No Error,29,39965,No Error,37,76297,No Error,63,Non-Eligible,No Error,34,Eligible,No Error
74,54185,No Error,49,59795,No Error,69,17394,No Error,97,6060,EOE,97,68948,No Error,61,57548,No Error,89,Non-Eligible,EOE,20,Eligible,EOI
67,94559,No Error,75,76975,No Error,44,31743,No Error,95,78694,No Error,70,37659,No Error,51,74156,No Error,83,Eligible,No Error,72,Eligible,No Error
59,73447,No Error,70,62275,No Error,55,18854,No Error,71,75193,No Error,32,49292,No Error,71,78218,No Error,24,Non-Eligible,No Error,75,Eligible,No Error
51,40479,No Error,84,76629,No Error,39,49091,No Error,56,37265,No Error,20,24660,No Error,60,48282,No Error,81,Non-Eligible,EOE,63,Eligible,No Error
74,2965,EOE,73,51041,No Error,88,42520,No Error,93,67994,No Error,26,9487,No Error,92,9190,EOE,91,Eligible,No Error,88,Non-Eligible,EOE
60,24392,No Error,70,49270,No Error,48,38158,No Error,67,54493,No Error,35,3080,No Error,84,57116,No Error,37,Non-Eligible,No Error,58,Non-Eligible,No Error
74,66360,No Error,73,40374,No Error,98,22403,No Error,98,23155,No Error,71,48803,No Error,32,930,No Error,45,Eligible,No Error,88,Eligible,No Error
67,67692,No Error,74,47163,No Error,64,57431,No Error,100,55012,No Error,51,11525,No Error,47,65150,No Error,72,Eligible,No Error,73,Eligible,No Error
61,49475,No Error,23,33770,No Error,87,40698,No Error,55,46062,No Error,44,80656,No Error,97,51274,No Error,84,Non-Eligible,EOE,60,Non-Eligible,No Error
43,82239,No Error,35,7265,No Error,77,2136,EOE,16,62590,EOI,55,5878,No Error,33,15881,No Error,32,Non-Eligible,No Error,95,Eligible,No Error
44,94883,No Error,43,34156,No Error,56,45774,No Error,32,59473,No Error,11,49075,EOI,78,657,EOE,66,Non-Eligible,No Error,52,Non-Eligible,No Error
42,38117,No Error,29,76726,No Error,33,31666,No Error,41,50276,No Error,76,71652,No Error,34,74975,No Error,61,Eligible,No Error,51,Eligible,No Error
70,18391,EOE,24,15501,No Error,79,46126,No Error,72,79080,No Error,81,33983,No Error,98,39211,No Error,38,Eligible,No Error,35,Non-Eligible,No Error
67,95221,No Error,92,76071,No Error,85,41274,No Error,29,52538,No Error,51,17714,No Error,78,42600,No Error,51,Non-Eligible,No Error,75,Eligible,No Error
48,67171,No Error,52,64593,No Error,70,55193,No Error,25,33481,No Error,12,1736,No Error,82,8021,EOE,20,Non-Eligible,No Error,62,Non-Eligible,No Error
55,59790,No Error,25,49783,EOI,78,55437,No Error,62,9728,No Error,46,83878,No Error,64,22304,No Error,22,Non-Eligible,No Error,68,Non-Eligible,No Error
63,48837,No Error,89,51240,No Error,47,42283,No Error,91,52947,No Error,25,70732,EOI,66,7555,No Error,74,Eligible,No Error,99,Eligible,No Error
63,6785,No Error,23,968,No Error,97,56862,No Error,46,59861,No Error,91,92971,No Error,60,58970,No Error,41,Eligible,No Error,41,Eligible,No Error
60,23296,No Error,44,61970,No Error,57,77406,No Error,40,61642,No Error,94,99647,No Error,67,40548,No Error,97,Eligible,No Error,35,Non-Eligible,No Error
57,14492,No Error,45,11419,No Error,68,43546,No Error,74,40606,No Error,71,72559,No Error,30,14053,No Error,27,Eligible,No Error,16,Eligible,EOI
58,30992,No Error,77,17045,No Error,70,2252,No Error,59,70183,No Error,10,92298,EOI,78,52313,No Error,65,Eligible,No Error,61,Eligible,No Error
56,66827,No Error,22,12507,No Error,78,34689,No Error,76,20501,No Error,6,30286,No Error,100,66273,No Error,41,Non-Eligible,No Error,86,Non-Eligible,EOE
47,21113,No Error,65,68178,No Error,56,67346,No Error,15,57050,EOI,46,16598,No Error,53,12582,No Error,84,Non-Eligible,EOE,12,Non-Eligible,No Error
62,99234,No Error,97,18426,No Error,51,36186,No Error,37,24788,No Error,50,85210,No Error,78,25337,No Error,32,Non-Eligible,No Error,35,Non-Eligible,No Error
78,77754,No Error,85,71690,No Error,64,58462,No Error,99,65091,No Error,64,38232,No Error,79,20621,No Error,41,Eligible,No Error,34,Eligible,No Error
60,87627,No Error,83,278,EOE,53,1910,No Error,34,69603,No Error,53,69933,No Error,80,35109,No Error,66,Non-Eligible,No Error,33,Non-Eligible,No Error
51,24261,No Error,56,2109,No Error,48,17551,No Error,46,44268,No Error,47,56312,No Error,60,32517,No Error,95,Eligible,No Error,63,Non-Eligible,No Error
53,43304,No Error,47,47599,No Error,42,56049,No Error,63,7481,No Error,28,14104,No Error,88,35785,No Error,48,Eligible,No Error,14,Eligible,EOI
67,45772,No Error,41,5821,No Error,99,72173,No Error,65,17885,No Error,84,12291,No Error,50,41801,No Error,33,Eligible,No Error,14,Eligible,EOI
56,98376,No Error,41,69462,No Error,87,19771,No Error,75,25724,No Error,36,27752,No Error,42,51818,No Error,54,Eligible,No Error,27,Non-Eligible,No Error
45,76000,No Error,73,15761,No Error,34,18050,No Error,48,24692,No Error,6,48211,EOI,64,62579,No Error,79,Non-Eligible,No Error,45,Eligible,No Error
47,90967,No Error,44,6401,No Error,40,55991,No Error,19,51105,EOI,64,47716,No Error,70,35509,No Error,98,Non-Eligible,EOE,94,Eligible,No Error
52,49294,No Error,86,24652,No Error,35,3383,No Error,54,62704,No Error,26,37477,No Error,60,15968,No Error,69,Non-Eligible,No Error,77,Non-Eligible,No Error
69,79775,No Error,61,52903,No Error,72,71977,No Error,42,51669,No Error,85,38099,No Error,89,73778,No Error,23,Eligible,No Error,23,Eligible,No Error
73,72105,No Error,83,5338,EOE,58,31624,No Error,81,10184,No Error,90,52050,No Error,56,64370,No Error,55,Non-Eligible,No Error,54,Eligible,No Error
70,76257,No Error,99,51224,No Error,68,21444,No Error,100,11288,No Error,18,69991,EOI,67,48394,No Error,71,Eligible,No Error,28,Eligible,No Error
63,74138,No Error,100,71654,No Error,33,64446,No Error,38,72168,No Error,78,47032,No Error,67,60405,No Error,100,Non-Eligible,EOE,40,Non-Eligible,No Error
81,93493,No Error,87,44460,No Error,100,21796,No Error,94,60289,No Error,64,14634,No Error,64,17678,No Error,73,Eligible,No Error,45,Non-Eligible,No Error
63,42789,No Error,61,37651,No Error,72,12358,No Error,80,17247,No Error,43,31713,No Error,59,66946,No Error,53,Non-Eligible,No Error,84,Non-Eligible,EOE
69,97349,No Error,33,77198,No Error,92,34668,No Error,85,26552,No Error,59,20791,No Error,79,28499,No Error,27,Non-Eligible,No Error,20,Eligible,EOI
62,8728,No Error,98,10408,No Error,70,76499,No Error,26,55303,No Error,33,3814,No Error,86,19346,No Error,72,Non-Eligible,No Error,78,Eligible,No Error
59,62568,No Error,85,52388,No Error,99,6440,EOE,55,54174,No Error,1,88790,EOI,59,53926,No Error,75,Eligible,No Error,49,Non-Eligible,No Error
64,57400,No Error,65,73377,No Error,93,33521,No Error,31,23641,No Error,85,92150,No Error,47,6599,No Error,53,Non-Eligible,No Error,34,Non-Eligible,No Error
62,72148,No Error,87,28879,No Error,81,66925,No Error,33,58404,No Error,31,22647,No Error,80,4250,EOE,65,Non-Eligible,No Error,60,Non-Eligible,No Error
72,44970,No Error,97,45907,No Error,39,53345,No Error,83,5589,EOE,70,51702,No Error,75,35522,No Error,37,Eligible,No Error,96,Eligible,No Error
53,28938,No Error,93,75306,No Error,48,17957,No Error,48,6970,No Error,47,88684,No Error,32,12373,No Error,43,Eligible,No Error,63,Eligible,No Error
59,40880,No Error,71,65147,No Error,62,27709,No Error,80,60285,No Error,12,60015,EOI,71,31353,No Error,45,Non-Eligible,No Error,58,Eligible,No Error
67,28579,No Error,74,37965,No Error,64,5466,No Error,93,16767,No Error,36,21034,No Error,69,64064,No Error,99,Non-Eligible,EOE,42,Non-Eligible,No Error
43,36876,No Error,24,76720,EOI,38,63789,No Error,51,9083,No Error,23,56953,EOI,80,78558,No Error,69,Non-Eligible,No Error,91,Eligible,No Error
45,72002,No Error,29,25405,No Error,33,43130,No Error,29,49329,No Error,43,71479,No Error,91,61848,No Error,90,Eligible,No Error,73,Eligible,No Error
68,5969,No Error,47,75189,No Error,65,69055,No Error,47,21731,No Error,92,88463,No Error,92,68313,No Error,31,Eligible,No Error,19,Non-Eligible,No Error
61,72477,No Error,83,60918,No Error,71,57367,No Error,22,28481,No Error,42,61254,No Error,90,77977,No Error,75,Eligible,No Error,56,Eligible,No Error
54,79033,No Error,56,72103,No Error,43,25425,No Error,13,17772,No Error,94,54023,No Error,65,10521,No Error,21,Non-Eligible,No Error,17,Non-Eligible,No Error
64,54835,No Error,47,37215,No Error,95,20002,No Error,56,32778,No Error,72,82743,No Error,51,22373,No Error,64,Non-Eligible,No Error,22,Non-Eligible,No Error
72,36844,No Error,98,53502,No Error,32,49242,No Error,68,16361,No Error,65,89976,No Error,98,46632,No Error,52,Non-Eligible,No Error,48,Non-Eligible,No Error
62,68208,No Error,85,45991,No Error,68,71007,No Error,73,57311,No Error,4,6431,No Error,83,70553,No Error,92,Non-Eligible,EOE,69,Non-Eligible,No Error
65,21466,No Error,48,15118,No Error,68,65842,No Error,97,67161,No Error,21,40235,EOI,91,5893,EOE,25,Non-Eligible,No Error,80,Eligible,No Error
68,35307,No Error,100,78914,No Error,37,3036,No Error,90,67229,No Error,46,21978,No Error,70,69006,No Error,39,Eligible,No Error,91,Non-Eligible,EOE
53,47317,No Error,73,66470,No Error,93,68006,No Error,53,29232,No Error,7,2060,No Error,40,34638,No Error,87,Eligible,No Error,77,Eligible,No Error
72,62172,No Error,35,18559,No Error,75,76259,No Error,100,29754,No Error,99,43630,No Error,55,9653,No Error,78,Eligible,No Error,68,Non-Eligible,No Error
60,32873,No Error,28,43822,No Error,46,25143,No Error,73,39569,No Error,91,66453,No Error,64,51771,No Error,72,Eligible,No Error,77,Non-Eligible,No Error
46,41938,No Error,22,28046,No Error,46,79810,No Error,65,23184,No Error,32,71876,No Error,68,74659,No Error,86,Eligible,No Error,39,Eligible,No Error
71,65089,No Error,92,2300,EOE,30,47572,No Error,92,3659,EOE,58,29146,No Error,83,30448,No Error,49,Eligible,No Error,52,Eligible,No Error
45,99686,No Error,52,56408,No Error,47,17855,No Error,54,70752,No Error,22,22249,No Error,54,4455,No Error,47,Eligible,No Error,18,Non-Eligible,No Error
60,71072,No Error,86,26119,No Error,61,51718,No Error,38,12342,No Error,21,88410,EOI,97,73948,No Error,82,Non-Eligible,EOE,88,Eligible,No Error
48,1575,No Error,25,75328,EOI,54,5833,No Error,28,14296,No Error,57,31265,No Error,76,28580,No Error,47,Non-Eligible,No Error,31,Non-Eligible,No Error
53,48098,No Error,50,71426,No Error,52,64882,No Error,27,59436,No Error,97,55126,No Error,40,67474,No Error,91,Eligible,No Error,81,Eligible,No Error
70,69469,No Error,24,79061,EOI,87,67640,No Error,64,6182,No Error,100,90844,No Error,77,50008,No Error,94,Eligible,No Error,82,Non-Eligible,EOE
65,95407,No Error,99,41070,No Error,39,67306,No Error,71,69037,No Error,51,65263,No Error,69,29177,No Error,88,Eligible,No Error,41,Eligible,No Error
59,14932,No Error,68,58444,No Error,35,58704,No Error,18,2784,No Error,79,10081,No Error,97,57613,No Error,73,Non-Eligible,No Error,60,Non-Eligible,No Error
